TIME,CH1
-7e-08,-0.0017599999999999998
-6.8e-08,-0.0017
-6.600000000000001e-08,-0.002
-6.4e-08,-0.0016799999999999999
-6.2e-08,-0.0017
-6.000000000000001e-08,-0.0017
-5.8e-08,-0.0018399999999999998
-5.600000000000001e-08,-0.0017
-5.400000000000001e-08,-0.0018199999999999998
-5.2e-08,-0.0017599999999999998
-5e-08,-0.0018
-4.800000000000001e-08,-0.0018399999999999998
-4.6e-08,-0.0017599999999999998
-4.4e-08,-0.0017599999999999998
-4.200000000000001e-08,-0.0017199999999999997
-4e-08,-0.00188
-3.8e-08,-0.0018
-3.6e-08,-0.00198
-3.4e-08,-0.0015199999999999999
-3.2e-08,-0.0017
-3e-08,-0.0016799999999999999
-2.8e-08,-0.0018199999999999998
-2.6e-08,-0.00174
-2.4e-08,-0.0017599999999999998
-2.2e-08,-0.00174
-2e-08,-0.0018199999999999998
-1.8e-08,-0.0018999999999999998
-1.6e-08,-0.0017599999999999998
-1.4e-08,-0.00166
-1.2e-08,-0.00174
-9.999999999999997e-09,-0.0018999999999999998
-8.000000000000005e-09,-0.0017
-6.000000000000001e-09,-0.00188
-3.999999999999996e-09,-0.00178
-2.000000000000005e-09,-0.0018599999999999999
0.0,-0.00232
2.000000000000005e-09,-0.00258
3.999999999999996e-09,-0.00202
6.000000000000001e-09,-0.00196
8.000000000000005e-09,-0.00226
9.999999999999997e-09,-0.0020599999999999998
1.2e-08,-0.00212
1.400000000000001e-08,-0.0020399999999999997
1.6e-08,-0.0019199999999999998
1.8e-08,-0.0020599999999999998
2.000000000000001e-08,-0.0021
2.2e-08,-0.00214
2.4e-08,-0.002
2.600000000000001e-08,-0.0019399999999999999
2.8e-08,-0.0020599999999999998
3e-08,-0.0021599999999999996
3.2e-08,-0.0018399999999999998
3.4e-08,-0.0018399999999999998
3.6e-08,-0.0019399999999999999
3.8e-08,-0.0019199999999999998
4e-08,-0.0019199999999999998
4.200000000000001e-08,-0.0018399999999999998
4.4e-08,-0.0019399999999999999
4.6e-08,-0.0017599999999999998
4.800000000000001e-08,-0.002
5.000000000000001e-08,-0.0017599999999999998
5.2e-08,-0.0017599999999999998
5.399999999999999e-08,-0.00196
5.600000000000001e-08,-0.00188
5.8e-08,-0.0019399999999999999
6e-08,-0.00196
6.200000000000001e-08,-0.0017199999999999997
6.4e-08,-0.0017199999999999997
6.6e-08,-0.00166
6.800000000000001e-08,-0.0019199999999999998
7e-08,-0.0024000000000000002
7.2e-08,-0.0024000000000000002
