TIME,CH1
-7e-08,-0.00164
-6.8e-08,-0.0018199999999999998
-6.600000000000001e-08,-0.00188
-6.4e-08,-0.0017199999999999997
-6.2e-08,-0.0017599999999999998
-6.000000000000001e-08,-0.0015799999999999998
-5.8e-08,-0.0018
-5.600000000000001e-08,-0.0019399999999999999
-5.400000000000001e-08,-0.0018199999999999998
-5.2e-08,-0.0017199999999999997
-5e-08,-0.00196
-4.800000000000001e-08,-0.00188
-4.6e-08,-0.0018999999999999998
-4.4e-08,-0.0019199999999999998
-4.200000000000001e-08,-0.00174
-4e-08,-0.00164
-3.8e-08,-0.0018199999999999998
-3.6e-08,-0.0018999999999999998
-3.4e-08,-0.0018
-3.2e-08,-0.0016799999999999999
-3e-08,-0.0018399999999999998
-2.8e-08,-0.0016799999999999999
-2.6e-08,-0.00174
-2.4e-08,-0.0017199999999999997
-2.2e-08,-0.00162
-2e-08,-0.0017
-1.8e-08,-0.0019199999999999998
-1.6e-08,-0.0018
-1.4e-08,-0.00166
-1.2e-08,-0.00178
-9.999999999999997e-09,-0.0017199999999999997
-8.000000000000005e-09,-0.002
-6.000000000000001e-09,-0.0017
-3.999999999999996e-09,-0.0016799999999999999
-2.000000000000005e-09,-0.0018399999999999998
0.0,-0.00188
2.000000000000005e-09,-0.00246
3.999999999999996e-09,-0.0027
6.000000000000001e-09,-0.0018999999999999998
8.000000000000005e-09,-0.0019399999999999999
9.999999999999997e-09,-0.0022199999999999998
1.2e-08,-0.0021
1.400000000000001e-08,-0.00202
1.6e-08,-0.0024000000000000002
1.8e-08,-0.00232
2.000000000000001e-08,-0.0021
2.2e-08,-0.00232
2.4e-08,-0.0020599999999999998
2.600000000000001e-08,-0.00188
2.8e-08,-0.00202
3e-08,-0.00214
3.2e-08,-0.00188
3.4e-08,-0.00234
3.6e-08,-0.00236
3.8e-08,-0.0021
4e-08,-0.00208
4.200000000000001e-08,-0.00212
4.4e-08,-0.0020599999999999998
4.6e-08,-0.0021999999999999997
4.800000000000001e-08,-0.00208
5.000000000000001e-08,-0.00198
5.2e-08,-0.00198
5.399999999999999e-08,-0.0018999999999999998
5.600000000000001e-08,-0.0018999999999999998
5.8e-08,-0.00198
6e-08,-0.00196
6.200000000000001e-08,-0.002
6.4e-08,-0.0018
6.6e-08,-0.00196
6.800000000000001e-08,-0.00188
7e-08,-0.0024000000000000002
7.2e-08,-0.0024000000000000002
