#
# Sample name: Sample title.

# Sample id: 
# Sample type: 
# User name: 
# Sample description: 
#
# Start time: 27-11-2019, 16:37:28
# Real time (s): 54540.106
# Live time (s): 51523.464
#
# Total counts: 142424079
#
# Left marker: 6965
# Right marker: 6993
# Counts: 155304
#
# Energy calibration coefficients (E = sum(Ai * n**i))
#    A0 = -1.126386e+00
#    A1 = 6.784922e-01
#    A2 = 0.000000e+00
#    A3 = 0.000000e+00
# Energy unit: keV
#
# Shape calibration coefficients (FWHM = B0 + B1*E^(1/2)  Low Tail= B2 + B3*E)
#    B0 = 5.427938e+00
#    B1 = 1.628381e-01
#    B2 = 0.000000e+00
#    B3 = 0.000000e+00
# Energy unit: keV
#
# Channel data
#     n     energy(keV)     counts     rate(1/s)
#--------------------------------------------------
   1	-4.479e-01	0	0.000e+00
   2	2.306e-01	0	0.000e+00
   3	9.091e-01	0	0.000e+00
   4	1.588e+00	0	0.000e+00
   5	2.266e+00	0	0.000e+00
   6	2.945e+00	0	0.000e+00
   7	3.623e+00	0	0.000e+00
   8	4.302e+00	0	0.000e+00
   9	4.980e+00	0	0.000e+00
  10	5.659e+00	0	0.000e+00
  11	6.337e+00	0	0.000e+00
  12	7.016e+00	0	0.000e+00
  13	7.694e+00	0	0.000e+00
  14	8.373e+00	0	0.000e+00
  15	9.051e+00	0	0.000e+00
  16	9.729e+00	0	0.000e+00
  17	1.041e+01	0	0.000e+00
  18	1.109e+01	0	0.000e+00
  19	1.176e+01	0	0.000e+00
  20	1.244e+01	0	0.000e+00
  21	1.312e+01	0	0.000e+00
  22	1.380e+01	0	0.000e+00
  23	1.448e+01	0	0.000e+00
  24	1.516e+01	0	0.000e+00
  25	1.584e+01	0	0.000e+00
  26	1.651e+01	0	0.000e+00
  27	1.719e+01	0	0.000e+00
  28	1.787e+01	0	0.000e+00
  29	1.855e+01	0	0.000e+00
  30	1.923e+01	0	0.000e+00
  31	1.991e+01	0	0.000e+00
  32	2.059e+01	0	0.000e+00
  33	2.126e+01	0	0.000e+00
  34	2.194e+01	0	0.000e+00
  35	2.262e+01	0	0.000e+00
  36	2.330e+01	0	0.000e+00
  37	2.398e+01	0	0.000e+00
  38	2.466e+01	0	0.000e+00
  39	2.533e+01	0	0.000e+00
  40	2.601e+01	0	0.000e+00
  41	2.669e+01	0	0.000e+00
  42	2.737e+01	0	0.000e+00
  43	2.805e+01	0	0.000e+00
  44	2.873e+01	0	0.000e+00
  45	2.941e+01	0	0.000e+00
  46	3.008e+01	0	0.000e+00
  47	3.076e+01	0	0.000e+00
  48	3.144e+01	0	0.000e+00
  49	3.212e+01	0	0.000e+00
  50	3.280e+01	0	0.000e+00
  51	3.348e+01	0	0.000e+00
  52	3.416e+01	0	0.000e+00
  53	3.483e+01	0	0.000e+00
  54	3.551e+01	0	0.000e+00
  55	3.619e+01	1	1.941e-05
  56	3.687e+01	0	0.000e+00
  57	3.755e+01	7	1.359e-04
  58	3.823e+01	14	2.717e-04
  59	3.890e+01	26	5.046e-04
  60	3.958e+01	35	6.793e-04
  61	4.026e+01	77	1.494e-03
  62	4.094e+01	100	1.941e-03
  63	4.162e+01	144	2.795e-03
  64	4.230e+01	188	3.649e-03
  65	4.298e+01	176	3.416e-03
  66	4.365e+01	145	2.814e-03
  67	4.433e+01	125	2.426e-03
  68	4.501e+01	166	3.222e-03
  69	4.569e+01	218	4.231e-03
  70	4.637e+01	213	4.134e-03
  71	4.705e+01	151	2.931e-03
  72	4.773e+01	68	1.320e-03
  73	4.840e+01	26	5.046e-04
