Source,CH1,CH2,CH3,CH4
Second,Value,Value,Value,Value
+2.660000E-07,-4.799999E-04,-1.200002E-03,-1.000000E-02,-1.810000E+00
+2.680000E-07,-6.400000E-04,-3.999993E-04,-1.000000E-02,-1.830000E+00
+2.700000E-07,-3.599999E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+2.720000E-07,-6.400000E-04,-3.999993E-04,-1.000000E-02,-1.830000E+00
+2.740000E-07,-4.400001E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+2.760000E-07,-5.200000E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+2.780000E-07,-6.400000E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+2.800000E-07,-6.800001E-04,+3.999993E-04,-1.000000E-02,-1.830000E+00
+2.820000E-07,-4.000000E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+2.840000E-07,-4.000000E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+2.860000E-07,-6.800001E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+2.880000E-07,-3.599999E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+2.900000E-07,-7.199999E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+2.920000E-07,-3.599999E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+2.940000E-07,-5.999999E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+2.960000E-07,-1.999999E-04,-3.999993E-04,-1.000000E-02,-1.830000E+00
+2.980000E-07,-8.399999E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+3.000000E-07,-1.600001E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+3.020000E-07,-5.999999E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.040000E-07,-4.400001E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+3.060000E-07,-4.799999E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.080000E-07,-5.600001E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.100000E-07,-3.599999E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.120000E-07,-5.200000E-04,-1.200002E-03,-1.000000E-02,-1.810000E+00
+3.140000E-07,-4.000000E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.160000E-07,-8.000000E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+3.180000E-07,-2.800000E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.200000E-07,-6.400000E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.220000E-07,-4.799999E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+3.240000E-07,-5.999999E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+3.260000E-07,-4.000000E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+3.280000E-07,-5.600001E-04,+1.199998E-03,-1.000000E-02,-1.830000E+00
+3.300000E-07,-3.599999E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.320000E-07,-4.400001E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.340000E-07,-5.600001E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.360000E-07,-3.599999E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+3.380000E-07,-7.199999E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+3.400000E-07,-3.199999E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.420000E-07,-6.800001E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+3.440000E-07,-3.199999E-04,+3.999993E-04,-1.000000E-02,-1.810000E+00
+3.460000E-07,-7.199999E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
+3.480000E-07,-1.999999E-04,-3.999993E-04,-1.000000E-02,-1.810000E+00
