x,y,z,Channel 2,Channel 3,Channel 4
27.5,0.0,0.0,39,804,16
27.5,0.0,-65.0,38,913,13
27.5,0.0,-130.0,57,1115,21
27.5,-65.0,0.0,3,699,884
27.5,-65.0,-65.0,3,806,1124
27.5,-65.0,-130.0,6,932,1124
27.5,-130.0,0.0,1,594
