x,y,z,Channel 2,Channel 3,Channel 4
0,0,0,105,19,12
0,0,-10,104,18,9
0,0,-20,108,21,11
0,0,-30,120,24,15
0,0,-40,115,31,14
0,0,-50,133,20,9
0,0,-60,122,23,16
0,0,-70,144,19,19
0,0,-80,114,16,17
0,0,-90,134,23,16
0,0,-100,122
